Keywords,Count,,,,,,Keywords,Count,
microlending,1,,,,,,,,
micropolitics,1,,,,,,,,
microprocesses,1,,,,,,,,
middle east,1,,,,,,,,
middle management,1,,,,,,,,
middle managers,2,,,,,,,,
migrant entrepreneurship,1,,,,,,,,
migrants,1,,,,,,,,
mimetic entry,1,,,,,,,,
mindfulness,3,,,,,,,,
minority ceos,1,,,,,,,,
misconduct,1,,,,,,,,
mistakes,1,,,,,,,,
mixed bundling,1,,,,,,,,
mnc,3,,,,,,,,
mnc foreign location choice,1,,,,,,,,
mnc knowledge transfer,1,,,,,,,,
mnc subsidiaries,1,,,,,,,,
mncs,1,,,,,,,,
mne,1,,,,,,,,
mne environment,1,,,,,,,,
mne evolution,1,,,,,,,,
mne host country relations,2,,,,,,,,
mne knowledge flows,1,,,,,,,,
mne motivations,1,,,,,,,,
mne ngo conflict,1,,,,,,,,
mne sme cooperation,1,,,,,,,,
mne strategy,1,,,,,,,,
mnes,5,,,,,,,,
mobile,1,,,,,,,,
mobile advertising,2,,,,,,,,
mobile app,1,,,,,,,,
mobile applications,1,,,,,,,,
mobile apps,1,,,,,,,,
mobile channels,1,,,,,,,,
mobile commerce,3,,,,,,,,
mobile coupons,1,,,,,,,,
mobile device adoption,1,,,,,,,,
mobile identity management,1,,,,,,,,
mobile marketing,8,,,,,,,,
mobile payment,1,,,,,,,,
mobile phones,1,,,,,,,,
mobile promotions,1,,,,,,,,
mobile services,1,,,,,,,,
mobility barriers,1,,,,,,,,
mobility disability,1,,,,,,,,
mode of entry,1,,,,,,,,
moderator,1,,,,,,,,
modes of entry,2,,,,,,,,
modularity,2,,,,,,,,
momentum,1,,,,,,,,
money,1,,,,,,,,
money back guarantee,3,,,,,,,,
money priming,1,,,,,,,,
money reminders,1,,,,,,,,
monitoring,3,,,,,,,,
mood regulation,1,,,,,,,,
moqi,1,,,,,,,,
moral awareness,1,,,,,,,,
moral domains,1,,,,,,,,
moral emotions,1,,,,,,,,
moral identity,1,,,,,,,,
moral imagination,1,,,,,,,,
moral intuition,1,,,,,,,,
moral judgment,1,,,,,,,,
moral philosophy,1,,,,,,,,
moral theory,1,,,,,,,,
moral violation,1,,,,,,,,
morality,1,,,,,,,,
motivation,5,,,,,,,,
motivational resources,1,,,,,,,,
movie ratings,1,,,,,,,,
multi agent simulation,1,,,,,,,,
multi attribute models,1,,,,,,,,
multi business firm,1,,,,,,,,
multi category analysis,1,,,,,,,,
multi category brand choice model,1,,,,,,,,
multi category catalog mailing,1,,,,,,,,
multi channel,2,,,,,,,,
multi channel grocery shopping,1,,,,,,,,
multi channel management,1,,,,,,,,
multi channel retailing,4,,,,,,,,
multi channel shopping,1,,,,,,,,
multi homing,1,,,,,,,,
multi national enterprise,1,,,,,,,,
multi party alliances,1,,,,,,,,
multi purpose shopping,1,,,,,,,,
multi sensory augmented reality,1,,,,,,,,
multiagent systems,1,,,,,,,,
multibusiness firms,1,,,,,,,,
multichannel,5,,,,,,,,
multichannel customer management,3,,,,,,,,
multichannel marketing,2,,,,,,,,
multichannel retailing,5,,,,,,,,
multichannel shopping,1,,,,,,,,
multicomponent systems,1,,,,,,,,
multicountry innovations,1,,,,,,,,
multicultural,1,,,,,,,,
multiculturalism,2,,,,,,,,
multidimensional construct,1,,,,,,,,
multidimensional scaling,1,,,,,,,,
multidimensionality,1,,,,,,,,
multidyadic industrial channels,1,,,,,,,,
multifamily firms,1,,,,,,,,
multifoci justice,1,,,,,,,,
multilateral r d alliance,1,,,,,,,,
multilatinas,2,,,,,,,,
multilevel,1,,,,,,,,
multilevel analysis,1,,,,,,,,
multilevel model,1,,,,,,,,
multilevel modeling,3,,,,,,,,
multilevel research,1,,,,,,,,
multimarket competition,3,,,,,,,,
multimarket contact,3,,,,,,,,
multinational,4,,,,,,,,
multinational bank,1,,,,,,,,
multinational companies,1,,,,,,,,
multinational companies mncs ,1,,,,,,,,
multinational competition,1,,,,,,,,
multinational corporation,5,,,,,,,,
multinational corporation mnc ,2,,,,,,,,
multinational corporations,8,,,,,,,,
multinational corporations mncs and enterprises mnes ,10,,,,,,,,
multinational corporations mncs and enterprises mnes subsidiary development expansion and growth,1,,,,,,,,
multinational decision making,1,,,,,,,,
multinational enterprise,11,,,,,,,,
multinational enterprises,5,,,,,,,,
multinational enterprises mnes ,1,,,,,,,,
multinational firm,1,,,,,,,,
multinational performance evaluations,1,,,,,,,,
multinational subsidiaries,1,,,,,,,,
multinationality,2,,,,,,,,
multinationals,1,,,,,,,,
multinationals diversification,1,,,,,,,,
multiple agency theory,1,,,,,,,,
multiple channels,1,,,,,,,,
multiple emotional contagions,1,,,,,,,,
multiple jobholding,1,,,,,,,,
multiple reference points,1,,,,,,,,
multiple regression analysis,4,,,,,,,,
multiple suppliers,1,,,,,,,,
multiples,1,,,,,,,,
multiplex relationships,1,,,,,,,,
multipoint competition,1,,,,,,,,
multistage decisions,1,,,,,,,,
multiteam system,1,,,,,,,,
museological,1,,,,,,,,
music,3,,,,,,,,
mwallet,1,,,,,,,,
myopia,1,,,,,,,,
mystery shopping,1,,,,,,,,
mystique,1,,,,,,,,
name changes,1,,,,,,,,
name your own price auction,1,,,,,,,,
nan,6463,,,,,,,,
narcissism,2,,,,,,,,
narrating,1,,,,,,,,
narrative,3,,,,,,,,
narrative analysis,1,,,,,,,,
narratives,1,,,,,,,,
nascent entrepreneurs,2,,,,,,,,
nascent entrepreneurship,1,,,,,,,,
national brand pioneer,1,,,,,,,,
national business ideology,1,,,,,,,,
national culture,13,,,,,,,,
native advertising,2,,,,,,,,
natural environment,4,,,,,,,,
natural language processing,1,,,,,,,,
natural resource based view,1,,,,,,,,
needs,1,,,,,,,,
negative emotions,1,,,,,,,,
negotiated multilingualism,1,,,,,,,,
negotiating,1,,,,,,,,
negotiation,3,,,,,,,,
neoinstitutional theory,1,,,,,,,,
net promoter score nps ,1,,,,,,,,
net store closings,1,,,,,,,,
netnography,1,,,,,,,,
network,1,,,,,,,,
network analysis,1,,,,,,,,
network centrality,2,,,,,,,,
network complementarities,1,,,,,,,,
network effect,1,,,,,,,,
network effects,6,,,,,,,,
network embeddedness,1,,,,,,,,
network evolution,1,,,,,,,,
network externalities,3,,,,,,,,
network node collapse,1,,,,,,,,
network orchestration,1,,,,,,,,
network resources,1,,,,,,,,
network strength,1,,,,,,,,
network structure,2,,,,,,,,
network theory,2,,,,,,,,
network tie strength,1,,,,,,,,
network value,1,,,,,,,,
networking,5,,,,,,,,
networking behavior,1,,,,,,,,
networks,12,,,,,,,,
networkties,1,,,,,,,,
neuroscience,1,,,,,,,,
new business entry,1,,,,,,,,
new business formation,2,,,,,,,,
new ceo dismissal,1,,,,,,,,
new channel adoption,1,,,,,,,,
new firms,1,,,,,,,,
new forms of organizing,1,,,,,,,,
new internalization theory,1,,,,,,,,
new managerial roles,1,,,,,,,,
new media,2,,,,,,,,
new middle classes,1,,,,,,,,
new product adoption,1,,,,,,,,
new product announcements,1,,,,,,,,
new product creativity,1,,,,,,,,
new product development,8,,,,,,,,
new product diffusion,1,,,,,,,,
new product sales,2,,,,,,,,
new product selling,1,,,,,,,,
new products,1,,,,,,,,
new service,1,,,,,,,,
new technology,3,,,,,,,,
new technology based firms,2,,,,,,,,
new venture,1,,,,,,,,
new venture creation,2,,,,,,,,
new venture growth,2,,,,,,,,
new venture innovation,1,,,,,,,,
new venture legitimation,1,,,,,,,,
new venture management,1,,,,,,,,
new venture performance,1,,,,,,,,
new venture strategy,2,,,,,,,,
new venture teams,1,,,,,,,,
new ventures,10,,,,,,,,
new ventures failure risk,1,,,,,,,,
newcomer adjustment,1,,,,,,,,
news media,1,,,,,,,,
newspapers,1,,,,,,,,
next generation technology,1,,,,,,,,
nigeria,1,,,,,,,,
nine ending price,1,,,,,,,,
non governmental organization ngo ,1,,,,,,,,
noncompliance,1,,,,,,,,
nonconscious goal pursuit,1,,,,,,,,
nonconscious priming,1,,,,,,,,
nonfamily ceo,1,,,,,,,,
nonfamily managers,1,,,,,,,,
nonmarket strategy,3,,,,,,,,
nonmonetary sacrifice,1,,,,,,,,
nonownership,1,,,,,,,,
nonprofit,1,,,,,,,,
nonprofit community organization,1,,,,,,,,
nonprofit entry strategy,1,,,,,,,,
nonprofit marketing,2,,,,,,,,
nonprofit organizations,1,,,,,,,,
nonverbal behavior,1,,,,,,,,
normative appeals,1,,,,,,,,
nostalgia,1,,,,,,,,
nostalgic brand positioning,1,,,,,,,,
novelty,2,,,,,,,,
nsd process,1,,,,,,,,
number of parents,1,,,,,,,,
numbers,1,,,,,,,,
numeric attributes,1,,,,,,,,
numerical communication,1,,,,,,,,
numerical framing,1,,,,,,,,
numerical information,1,,,,,,,,
numerosity,2,,,,,,,,
nutrition,2,,,,,,,,
nutrition information,1,,,,,,,,
nutrition labeling,1,,,,,,,,
obesity,1,,,,,,,,
object valuation,1,,,,,,,,
objective career success,1,,,,,,,,
observational learning,1,,,,,,,,
obsolescence,1,,,,,,,,
occupational identity work,1,,,,,,,,
occupational mandate,1,,,,,,,,
occupational segregation,1,,,,,,,,
occupational socialization,1,,,,,,,,
occupations,1,,,,,,,,
occupations and professions,1,,,,,,,,
odd ending pricing,1,,,,,,,,
official,1,,,,,,,,
offline revenue effects of an informational website,1,,,,,,,,
offshore operations,1,,,,,,,,
offshore outsourcing,3,,,,,,,,
offshoring,10,,,,,,,,
offshoring strategy,1,,,,,,,,
oil and gas,1,,,,,,,,
oil shocks,1,,,,,,,,
older consumers,1,,,,,,,,
olfaction,1,,,,,,,,
oligarchic family control,1,,,,,,,,
omni channel retailing,1,,,,,,,,
on line bookshop,1,,,,,,,,
online advertising,2,,,,,,,,
online agents,1,,,,,,,,
online and offline price dispersion,1,,,,,,,,
online auctions,2,,,,,,,,
online brand community,3,,,,,,,,
online brand endorsements,1,,,,,,,,
online brand search,1,,,,,,,,
online channel use,1,,,,,,,,
online channels,1,,,,,,,,
online chat,1,,,,,,,,
online communities,3,,,,,,,,
online community,2,,,,,,,,
online consumer reviews,3,,,,,,,,
online customer experience,1,,,,,,,,
online customer reviews,2,,,,,,,,
online deal forums,1,,,,,,,,
online disclosure,1,,,,,,,,
online gray markets,1,,,,,,,,
online managerial responses,1,,,,,,,,
online media consumption,1,,,,,,,,
online operations,1,,,,,,,,
online panel data,1,,,,,,,,
online price search,1,,,,,,,,
online pricing,2,,,,,,,,
online privacy,1,,,,,,,,
online product,1,,,,,,,,
online product reviews,1,,,,,,,,
online ratings,1,,,,,,,,
online reputation,1,,,,,,,,
online retail,1,,,,,,,,
online retailing,6,,,,,,,,
online reviews,8,,,,,,,,
online selection,1,,,,,,,,
online self disclosure,1,,,,,,,,
online shopping,5,,,,,,,,
online shopping cart abandonment,1,,,,,,,,
online social networks,1,,,,,,,,
online social support,1,,,,,,,,
online store choice,1,,,,,,,,
online targeting,1,,,,,,,,
online to offline service platform,1,,,,,,,,
online trust,1,,,,,,,,
online trust signal,1,,,,,,,,
online user ratings,2,,,,,,,,
online user review,1,,,,,,,,
online user reviews,1,,,,,,,,
online visibility,1,,,,,,,,
online word of mouth,2,,,,,,,,
opaque products,1,,,,,,,,
open innovation,4,,,,,,,,
open source software oss ,1,,,,,,,,
open systems strategy,1,,,,,,,,
openness,1,,,,,,,,
operational flexibility,1,,,,,,,,
operational performance,1,,,,,,,,
operations planning,1,,,,,,,,
opportunism,4,,,,,,,,
opportunistic consumer behavior,1,,,,,,,,
opportunistic customer behavior,1,,,,,,,,
opportunity,5,,,,,,,,
opportunity beliefs,1,,,,,,,,
opportunity costs,2,,,,,,,,
opportunity development,1,,,,,,,,
opportunity discovery,1,,,,,,,,
opportunity model of predatory victimization,1,,,,,,,,
opportunity perception,1,,,,,,,,
opportunity recognition,1,,,,,,,,
optimal allocation,1,,,,,,,,
optimal compensation level,1,,,,,,,,
optimal distinctiveness,2,,,,,,,,
optimal stopping risk,1,,,,,,,,
optimism,2,,,,,,,,
option,1,,,,,,,,
order creation,1,,,,,,,,
orders and ordering,1,,,,,,,,
organic consumption,1,,,,,,,,
organic products,2,,,,,,,,
organization,2,,,,,,,,
organization and management,1,,,,,,,,
organization based self esteem,1,,,,,,,,
organization design,1,,,,,,,,
organization ecology,1,,,,,,,,
organization economics,1,,,,,,,,
organization learning,1,,,,,,,,
organization theory,1,,,,,,,,
organizational adaptation,2,,,,,,,,
organizational and market factors,1,,,,,,,,
organizational aspiration,1,,,,,,,,
organizational authenticity,1,,,,,,,,
organizational behavior,1,,,,,,,,
organizational capabilities,3,,,,,,,,
organizational capability,1,,,,,,,,
organizational change,8,,,,,,,,
organizational citizenship behavior,5,,,,,,,,
organizational citizenship behaviors,1,,,,,,,,
organizational citizenship behaviors ocbs ,1,,,,,,,,
organizational climate,3,,,,,,,,
organizational competencies,1,,,,,,,,
organizational configurations,3,,,,,,,,
organizational context,1,,,,,,,,
organizational culture,4,,,,,,,,
organizational decline,1,,,,,,,,
organizational design,1,,,,,,,,
organizational design factors,1,,,,,,,,
organizational duality,1,,,,,,,,
organizational ecology,6,,,,,,,,
organizational emergence,1,,,,,,,,
organizational entrainment,1,,,,,,,,
organizational evolution,2,,,,,,,,
organizational failure,1,,,,,,,,
organizational fields,1,,,,,,,,
organizational forms,2,,,,,,,,
organizational founding,1,,,,,,,,
organizational frontline research,1,,,,,,,,
organizational frontlines,1,,,,,,,,
organizational goal structures,1,,,,,,,,
organizational history,1,,,,,,,,
organizational identification,5,,,,,,,,
organizational identity,3,,,,,,,,
organizational imprinting,1,,,,,,,,
organizational innovation,2,,,,,,,,
organizational justice,9,,,,,,,,
organizational knowledge,1,,,,,,,,
organizational learning,24,,,,,,,,
organizational legitimacy,1,,,,,,,,
organizational life cycle,1,,,,,,,,
organizational paths,1,,,,,,,,
organizational performance,1,,,,,,,,
organizational pride,1,,,,,,,,
organizational reputation,1,,,,,,,,
organizational resilience,2,,,,,,,,
organizational search,1,,,,,,,,
organizational size,1,,,,,,,,
organizational slack,2,,,,,,,,
organizational socialization,2,,,,,,,,
organizational status,2,,,,,,,,
organizational structure,5,,,,,,,,
organizational support,1,,,,,,,,
organizational tenure,1,,,,,,,,
organizational turnaround,1,,,,,,,,
organizations,2,,,,,,,,
orientation,1,,,,,,,,
ostracism,1,,,,,,,,
out of stock products,1,,,,,,,,
outbound mobility,1,,,,,,,,
outside director,1,,,,,,,,
outside directors,3,,,,,,,,
outsourcing,30,,,,,,,,
outsourcing alliances,1,,,,,,,,
outsourcing risks,1,,,,,,,,
outward fdi,1,,,,,,,,
outward foreign direct investment,3,,,,,,,,
outward internationalization,1,,,,,,,,
overall justice,3,,,,,,,,
overbidding,1,,,,,,,,
overconfidence,2,,,,,,,,
overexploitation overexploration,1,,,,,,,,
overseas venturing experience,1,,,,,,,,
ownership,7,,,,,,,,
ownership form,1,,,,,,,,
ownership reform,1,,,,,,,,
ownership structure,3,,,,,,,,
pace of sequential entries,1,,,,,,,,
package design,3,,,,,,,,
package size,1,,,,,,,,
packaging,3,,,,,,,,
packaging design,1,,,,,,,,
pad model,1,,,,,,,,
paid owned and earned media,1,,,,,,,,
panel data,1,,,,,,,,
paradigm,1,,,,,,,,
paradigms,1,,,,,,,,
parental decision making,1,,,,,,,,
part time workers,1,,,,,,,,
partially comparative pricing,1,,,,,,,,
partially integrated channel,1,,,,,,,,
participating convertibles,1,,,,,,,,
participation,1,,,,,,,,
participation continuance,1,,,,,,,,
participative leadership,1,,,,,,,,
particularistic and system trust network and social capital,1,,,,,,,,
partitioned pricing,1,,,,,,,,
partner relationship management,1,,,,,,,,
partnered hybrid offerings,1,,,,,,,,
partnership,2,,,,,,,,
passion,4,,,,,,,,
patent,1,,,,,,,,
patent litigation,1,,,,,,,,
patent pools,1,,,,,,,,
patent rights,1,,,,,,,,
patent strategy,1,,,,,,,,
patents,4,,,,,,,,
patents as collateral,1,,,,,,,,
paternalistic leadership,2,,,,,,,,
path dependence,1,,,,,,,,
patient care,1,,,,,,,,
pay dispersion,2,,,,,,,,
pay what you want,1,,,,,,,,
pay what you want pricing,1,,,,,,,,
payment mechanism,1,,,,,,,,
peer communication,1,,,,,,,,
peer engagement behaviors,1,,,,,,,,
peer review process,1,,,,,,,,
peer to peer incivility,1,,,,,,,,
peer to peer sharing,1,,,,,,,,
penalty,1,,,,,,,,
perceived brand foreignness,1,,,,,,,,
perceived brand globalness,1,,,,,,,,
perceived brand personality,1,,,,,,,,
perceived competitive advantages,1,,,,,,,,
perceived creativity oriented high performance work systems,1,,,,,,,,
perceived customer orientation,1,,,,,,,,
perceived economic mobility,1,,,,,,,,
perceived environment,1,,,,,,,,
perceived environment uncertainty,1,,,,,,,,
perceived environmental uncertainty peu ,1,,,,,,,,
perceived external prestige,1,,,,,,,,
perceived financial well being,1,,,,,,,,
perceived fit,1,,,,,,,,
perceived justice,2,,,,,,,,
perceived organizational support,4,,,,,,,,
perceived overqualification,3,,,,,,,,
perceived politics,1,,,,,,,,
perceived quality,2,,,,,,,,
perceived risk of losing,1,,,,,,,,
perceived service quality,1,,,,,,,,
perceived switching costs,1,,,,,,,,
perceived value,1,,,,,,,,
perceptions of organizational politics,1,,,,,,,,
perceptions of other customers,1,,,,,,,,
perceptual asymmetry,1,,,,,,,,
perceptual congruence,1,,,,,,,,
performance,17,,,,,,,,
performance adaptation,1,,,,,,,,
performance ambiguity,1,,,,,,,,
performance assessment,1,,,,,,,,
performance feedback,8,,,,,,,,
performance management,2,,,,,,,,
performance measurement,10,,,,,,,,
performance measures,1,,,,,,,,
performance monitoring,1,,,,,,,,
performance pressure,1,,,,,,,,
performance volatility,1,,,,,,,,
permanent liminality,1,,,,,,,,
persistence,2,,,,,,,,
persistent heterogeneity,1,,,,,,,,
person branding,1,,,,,,,,
person brands,1,,,,,,,,
person job fit,1,,,,,,,,
personal branding,1,,,,,,,,
personal engagement,1,,,,,,,,
personal initiative,1,,,,,,,,
personal media,1,,,,,,,,
personal selling,2,,,,,,,,
personal strain,1,,,,,,,,
personality,6,,,,,,,,
personality consistency,1,,,,,,,,
personality strength,1,,,,,,,,
personalization,2,,,,,,,,
personalization paradox,1,,,,,,,,
personalized advertising,1,,,,,,,,
personnel selection,2,,,,,,,,
persuasion,7,,,,,,,,
persuasion knowledge,1,,,,,,,,
peter drucker,1,,,,,,,,
petition,1,,,,,,,,
pharmaceuticals,1,,,,,,,,
philanthropy,2,,,,,,,,
philosophy,1,,,,,,,,
philosophy of science,1,,,,,,,,
physical attractiveness,2,,,,,,,,
physical proximity,1,,,,,,,,
picture text congruence,1,,,,,,,,
pig producers,1,,,,,,,,
pioneer advantage,1,,,,,,,,
pioneer leadtime,1,,,,,,,,
pioneer status,1,,,,,,,,
pioneering,1,,,,,,,,
pioneering advantage,1,,,,,,,,
piracy,1,,,,,,,,
place,1,,,,,,,,
place attachment,1,,,,,,,,
planning,4,,,,,,,,
planning implementation,1,,,,,,,,
platform based markets,1,,,,,,,,
platform governance,1,,,,,,,,
platforms,3,,,,,,,,
play at work,1,,,,,,,,
pleasant ambient scents,1,,,,,,,,
plural sourcing,1,,,,,,,,
point of purchase marketing,1,,,,,,,,
poison pills,1,,,,,,,,
police services,1,,,,,,,,
policy risk,1,,,,,,,,
political activity,1,,,,,,,,
political aspects of mne activity,1,,,,,,,,
political behavior,1,,,,,,,,
political connections,3,,,,,,,,
political economy,1,,,,,,,,
political hazards risks ,1,,,,,,,,
political identity,1,,,,,,,,
political ideology,6,,,,,,,,
political marketing,1,,,,,,,,
political networking,1,,,,,,,,
political relationships,1,,,,,,,,
political resources,1,,,,,,,,
political risk,9,,,,,,,,
political skill,3,,,,,,,,
political skills,1,,,,,,,,
political strategies,3,,,,,,,,
political ties,2,,,,,,,,
political violence,1,,,,,,,,
political will,1,,,,,,,,
politician turnover,1,,,,,,,,
politics perceptions,1,,,,,,,,
polychronicity,2,,,,,,,,
popular memory,1,,,,,,,,
portfolio investment,1,,,,,,,,
portion size,1,,,,,,,,
positioning strategy,1,,,,,,,,
positive affect,2,,,,,,,,
positive churn,1,,,,,,,,
positive csr,1,,,,,,,,
positive emotion,1,,,,,,,,
positive global leadership,1,,,,,,,,
positive organizational behavior,1,,,,,,,,
post entry growth,1,,,,,,,,
post litigation relationship dissolution,1,,,,,,,,
post merger integration,1,,,,,,,,
post socialist countries,1,,,,,,,,
posting food photos,1,,,,,,,,
postretirement employment,1,,,,,,,,
postsales service contact,1,,,,,,,,
potential resource providers,1,,,,,,,,
potential social capital,1,,,,,,,,
poverty,1,,,,,,,,
poverty alleviation future prosperity expectations conversion factors fsqca,1,,,,,,,,
power,8,,,,,,,,
power distance belief,2,,,,,,,,
power laws,1,,,,,,,,
powerpoint,1,,,,,,,,
practice based view,1,,,,,,,,
practice theory,2,,,,,,,,
practice transfer,1,,,,,,,,
pre diffusion marketing,1,,,,,,,,
pre launch marketing,1,,,,,,,,
pre order,1,,,,,,,,
preannouncement,2,,,,,,,,
preemption,1,,,,,,,,
preference expression modalities,1,,,,,,,,
preference stability,1,,,,,,,,
preferential treatment,1,,,,,,,,
prerecall advertising,1,,,,,,,,
presence of a separate coo president,1,,,,,,,,
prevention versus promotion orientation,1,,,,,,,,
previse versus round numbers,1,,,,,,,,
price,3,,,,,,,,
price adjustment,1,,,,,,,,
price and quality,1,,,,,,,,
price discounts,1,,,,,,,,
price discrimination,1,,,,,,,,
price endings,2,,,,,,,,
price expectations,2,,,,,,,,
price fairness,1,,,,,,,,
price guarantees,1,,,,,,,,
price image,1,,,,,,,,
price increases,1,,,,,,,,
price location,1,,,,,,,,
price matching,2,,,,,,,,
price matching guarantee,1,,,,,,,,
price matching guarantees,2,,,,,,,,
price matching policy,1,,,,,,,,
price negotiations,1,,,,,,,,
price perception,2,,,,,,,,
price premium,1,,,,,,,,
price promotion,5,,,,,,,,
price promotions,2,,,,,,,,
price quality positioning,1,,,,,,,,
price roles,1,,,,,,,,
price search,1,,,,,,,,
price sensitivity,1,,,,,,,,
price setting,1,,,,,,,,
pricing,15,,,,,,,,
pricing strategy,2,,,,,,,,
pricing tactics,3,,,,,,,,
pricing tactics persuasion knowledge ptpk ,1,,,,,,,,
pride,3,,,,,,,,
pride in personal performance,1,,,,,,,,
primary,1,,,,,,,,
primary data source,1,,,,,,,,
primary data sources,1,,,,,,,,
principal agent framework,1,,,,,,,,
prior shared experience,1,,,,,,,,
priorities,1,,,,,,,,
prisoner s dilemma,1,,,,,,,,
privacy,1,,,,,,,,
private branding,2,,,,,,,,
private equity,5,,,,,,,,
private family firms,1,,,,,,,,
private firms,1,,,,,,,,
private hospitals,1,,,,,,,,
private label,1,,,,,,,,
private label brands,2,,,,,,,,
private labels,2,,,,,,,,
private regulation,1,,,,,,,,
private sector organizations,1,,,,,,,,
privatization,5,,,,,,,,
pro market institutions,2,,,,,,,,
pro market reforms,2,,,,,,,,
proactive,1,,,,,,,,
proactive behavior,3,,,,,,,,
proactive personality,1,,,,,,,,
proactive r d management,1,,,,,,,,
proactive service,1,,,,,,,,
proactiveness,1,,,,,,,,
proactivity,2,,,,,,,,
problem formulation,1,,,,,,,,
problems,1,,,,,,,,
procedural fairness enactment,1,,,,,,,,
procedural fairness importance,1,,,,,,,,
procedural justice,4,,,,,,,,
process,1,,,,,,,,
process and product innovation,1,,,,,,,,
process management,1,,,,,,,,
process ontology,1,,,,,,,,
procrastination,1,,,,,,,,
procurement,4,,,,,,,,
product adaptation,1,,,,,,,,
product assortment,2,,,,,,,,
product assortment planning,1,,,,,,,,
product attachment,2,,,,,,,,
product choice,1,,,,,,,,
product design,8,,,,,,,,
product development,1,,,,,,,,
product differentiation,3,,,,,,,,
product diversification,5,,,,,,,,
product entry,1,,,,,,,,
product evaluation,1,,,,,,,,
product exclusivity,1,,,,,,,,
product form bundling,1,,,,,,,,
product harm crises,2,,,,,,,,
product harm crisis,3,,,,,,,,
product imitation,2,,,,,,,,
product innovation,3,,,,,,,,
product innovativeness,2,,,,,,,,
product intelligence,1,,,,,,,,
product judgments,1,,,,,,,,
product knowledge,1,,,,,,,,
product labeling,1,,,,,,,,
product launch,1,,,,,,,,
product line,1,,,,,,,,
product line breadth,2,,,,,,,,
product line coupon,1,,,,,,,,
product line extensions,1,,,,,,,,
product line length,1,,,,,,,,
product line strategy,2,,,,,,,,
product market dynamics,1,,,,,,,,
product market relatedness,1,,,,,,,,
product market strategy,1,,,,,,,,
product meaning creation,1,,,,,,,,
product placement,3,,,,,,,,
product portfolio complexity,1,,,,,,,,
product proliferation,1,,,,,,,,
product quality,3,,,,,,,,
product quality and risk,1,,,,,,,,
product rating scales,1,,,,,,,,
product recall,1,,,,,,,,
product recalls,5,,,,,,,,
product recommendations,1,,,,,,,,
product returns,4,,,,,,,,
product service solutions,1,,,,,,,,
product service systems,1,,,,,,,,
product strategy,2,,,,,,,,
product turnover,1,,,,,,,,
product value,1,,,,,,,,
product variety,1,,,,,,,,
productive capabilities,1,,,,,,,,
productivity,1,,,,,,,,
professional service,1,,,,,,,,
professional service firms,3,,,,,,,,
professional service supply chain,1,,,,,,,,
professional services,3,,,,,,,,
professional services firms,1,,,,,,,,
professionalization,1,,,,,,,,
professions,1,,,,,,,,
profit components,1,,,,,,,,
profitability,3,,,,,,,,
program loyalty,1,,,,,,,,
programmatic television,1,,,,,,,,
project failure,1,,,,,,,,
project finance,1,,,,,,,,
project management,1,,,,,,,,
promotion adaptation,1,,,,,,,,
promotional discounts,1,,,,,,,,
promotions,1,,,,,,,,
property rights,1,,,,,,,,
prosocial behavior,2,,,,,,,,
prospect theory,1,,,,,,,,
prosumption,1,,,,,,,,
protection of private properties,1,,,,,,,,
psychic distance,5,,,,,,,,
psychological capital,1,,,,,,,,
psychological contract,1,,,,,,,,
psychological contract breach,1,,,,,,,,
psychological contracts,2,,,,,,,,
psychological distance,1,,,,,,,,
psychological ownership,2,,,,,,,,
psychological ownership of the organization,1,,,,,,,,
psychological safety,1,,,,,,,,
psychopathy,1,,,,,,,,
public policymaking,1,,,,,,,,
public private hybrid forms,1,,,,,,,,
public private partnerships,1,,,,,,,,
public procurement,2,,,,,,,,
public sector,1,,,,,,,,
public venture capital,1,,,,,,,,
publication bias,2,,,,,,,,
publicity,1,,,,,,,,
purchase acceleration,1,,,,,,,,
purchase behavior,1,,,,,,,,
purchasing,2,,,,,,,,
purchasing groups,1,,,,,,,,
purchasing strategy,1,,,,,,,,
purpose,1,,,,,,,,
purpose of a business,1,,,,,,,,
pwyw,1,,,,,,,,
pygmalion,1,,,,,,,,
qualified immigrant,1,,,,,,,,
qualitative,1,,,,,,,,
qualitative methods,1,,,,,,,,
qualitative quantitative comparisons,2,,,,,,,,
qualitative research,6,,,,,,,,
quality,1,,,,,,,,
quality management,5,,,,,,,,
quality of life,1,,,,,,,,
quality of local vertical linkages,1,,,,,,,,
quantile regression model,1,,,,,,,,
quantity surcharge,1,,,,,,,,
quasi experiment,1,,,,,,,,
queues,1,,,,,,,,
queuing,1,,,,,,,,
quotas,1,,,,,,,,
r d,10,,,,,,,,
r d alliances,4,,,,,,,,
r d and technology,1,,,,,,,,
r d consortia,2,,,,,,,,
r d expenditure volatility,1,,,,,,,,
r d intensity,1,,,,,,,,
r d internationalization,1,,,,,,,,
r d investment,1,,,,,,,,
r d investments,2,,,,,,,,
racial diversity,1,,,,,,,,
radical innovation,4,,,,,,,,
radical technological change,1,,,,,,,,
radio frequency identification,2,,,,,,,,
radio frequency identification rfid ,1,,,,,,,,
rankings,1,,,,,,,,
ranks,1,,,,,,,,
rapport,1,,,,,,,,
rapport building behaviors,1,,,,,,,,
rational inattention,1,,,,,,,,
rationale,1,,,,,,,,
rationalities,1,,,,,,,,
rationality,3,,,,,,,,
rbv,2,,,,,,,,
reactance theory,1,,,,,,,,
reaction,1,,,,,,,,
readability,1,,,,,,,,
